見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
はり・きゅう講演会,赤ちゃんとママのためのおはなし,,,6月4日(日)13:30?16:00,御坊市民文化会館,,,,,県鍼灸師会　電話0737-53-1101,,,,,http://wakayama.harikyu.or.jp/index.html,,,
奨学金返還助成金,,,,,,理工系・情報系の学部・研究科を平成31年3月卒業予定の学生で、県内の製造業・情報通信業の企業に就職を希望する方,50人（選考）,,最大100万円　※対象企業に3年勤務後の支払い,,郵送で所定の申請書(WEBサイトで配布)を5月31日までに県庁労働政策課,,,,http://www.pref.wakayama.lg.jp/prefg/060600/01shin/uturnshushoku/syougakukin_001.html,,,
リレー・フォー・ライフ・ジャパン2017わかやま,がん征圧をめざし、がん患者や家族・支援者などがグラウンドを24時間交代で歩くチャリティーイベント,,,5月13日(土)12:00?14日(日)13:00,和歌山公園砂の丸広場(和歌山市),,,,,実行委員会　電話070-1340-2178,,,,,http://relayforlife.jp/wakayama/,,,
犯罪被害者支援,犯罪被害者等支援無料相談,,,[1]5月13日土曜 10:00?16:00[2]5月27日土曜 10:00?16:00,[1]田辺市民総合センター［相談電話］0739-23-3916[2]橋本市教育文化会館［相談電話］0736-39-8035 ,,,,,電話で面接希望者は前日までに紀の国被害者支援センター　電話073-427-2100,,,,,,,,
犯罪被害者支援,被害者支援活動員養成講座,,,6月10・17・24日、7月1・8日 いずれも土曜,和歌山市中央コミュニティーセンター,,30人（選考）,"8,000円",,電話で5月31日までに紀の国被害者支援センター　電話073-427-2100,,,,,,,,
最新の医療カンファランス,,,,5月11日(木)14:00?16:00,県立医大図書館棟(和歌山市),,100人（先着順）,,,県立医大生涯研修センター　電話073-441-0789,,,,,http://www.wakayama-med.ac.jp/,,,
職業訓練受講生,就職に有利な専門知識や技能を修得,科目：(1)介護初級科(2)パソコン事務科(3)溶接加工科(4)住環境計画科(5)電気設備技術科(6)(8)パソコン基礎科(7)パソコン・総務経理事務科(9)ＯＡ医療事務科(10)フォークリフト・玉掛け科(11)介護職員実務者研修科,,6月より随時開始,(1)～(5)和歌山市(6)岩出市(7)橋本市(8)海南市(9)有田市(10)日高町(11)田辺市,,(1)～(5)(7)～(11)各15人(6)14人（選考）,"5,000円?14,000円(テキスト代など)",,,(1)(7)(8)(11)5月22日(6)29日(2)(10)31日(3)～(5)(9)6月5日までにハローワーク,,,,http://wakayama-roudoukyoku.jsite.mhlw.go.jp/riyousha_mokuteki_menu/kyushokuchu/201712.html,,,
休日エイズ・肝炎等検査,エイズ・肝炎・梅毒・クラミジアの検査を実施(プライバシー厳守、無料),,,6月4日(日) 13:00?16:00,(1)岩出保健所(2)田辺保健所,,各10人,,,,電話で6月2日までに会場(匿名可)（先着順）(1)電話0736-61-0023 (2)電話0739-26-7933,,,,http://www.pref.wakayama.lg.jp/prefg/130200/02/nagakenkouhukusi_iwadehokensho/nagakenkouhukusi.html,,,
ファミリーコンサート,,,,6月4日(日)13：30?15：00,和歌山ビッグ愛(和歌山市),障害のある子どもとその家族※車椅子スペースあり ,300人（先着順）,,,ぐりっとらEメール　concert_glittra@yahoo.co.jp,,,,,http://www4.hp-ez.com/hp/glittra2010/,,,
要約筆記者養成講座,要約筆記を行うための知識・技術を習得,,,6月11日?平成30年2月4日の計18回,和歌山市ふれ愛センター,要約筆記の学習が初めてでパソコンタッチタイピングができる方,20人（抽選）,"3,400円（テキスト代）",,,郵送、FAXで所定の申込書(申込先、WEBサイトで配布)を5月20日までに県聴覚障害者情報センター 〒640-8319和歌山市手平2-1-2和歌山ビッグ愛6階電話073-421-6311　ファックス073-421-6411,,,,http://wakayama-tyoukaku.la.coocan.jp/,,,
電話相談員養成講座,自殺・孤立予防を目的とした電話相談員を養成,,,5月13日?9月2日の土曜月2回 13:30?16:30(前期18講座),和歌山市,原則23?70歳の方,,"23,000円",,,郵送、電話、FAX、Eメール、インターネットで住所、氏名、電話番号を5月11日までに和歌山いのちの電話協会〒640-8137和歌山市吹上5-2-15電話073-425-3261　ファックス073-425-3267,,,,https://www.w-inochi.com/,,w-inochi@agate.plala.or.jp,
紀の川河川愛護モニター,7月1日から1年間、河川の状況を月1回以上報告する方を募集,"謝礼：月額4,580円(予定)",,,,20歳以上で紀の川からおおむね5km以内在住の方,若干名 （選考）,,,,郵送、Eメールで住所、氏名、年齢(生年月日)、電話番号、職業、希望する活動範囲、応募理由、モニターになった場合の活動内容、過去のモニター経験についてを6月2日までに和歌山河川国道事務所〒640-8227和歌山市西汀丁16 電話　073-402-0267,,,,https://www.kkr.mlit.go.jp/wakayama/index.php,,kq-kakan02@kkr.mlit.go.jp,
和歌山ものづくり経営改善スクール,ものづくりの現場から経営改善を進めるリーダー人材を育てる,,,7月5日?9月14日のうち20日間,フォルテワジマ(和歌山市),県内中小企業の経営幹部、生産管理者などの現役の方や、修了後に県内企業の改善活動を支援できる企業OBの方,15人（選考）,現役 25万円、OB 10万円,,,郵送、FAX、Eメールで所定の申込書(申込先、WEBサイトで配布)を6月2日までにわかやま産業振興財団 〒640-8033和歌山市本町2-1フォルテワジマ6階　電話073-432-3412　ファックス073-432-3314,,,,http://www.yarukiouendan.jp/,,wms@yarukiouendan.jp,
後期高齢者医療の健康診査・歯科健康診査,,,,6月1日?平成30年2月28日,健診実施医療機関(受診券に一覧表同封),対象者には5月下旬に受診券を送付します,,無料,,県後期高齢者医療広域連合　電話073-428-6688,,,,,,,,
物品の購入等に係る競争入札参加資格申請,県が発注する物品の購入等に参加するために必要な資格審査申請を受付,,,,,,,,郵送、持参で5月1?31日の平日9:30?16:00に県庁総務事務集中課、振興局総務県民課(海草除く)、東牟婁振興局地域振興部串本地区駐在電話0735-62-0412、県警察本部会計課　電話073-423-0110,県庁総務事務集中課,,,,,http://www.pref.wakayama.lg.jp/prefg/120200/nyusatsu/bupin12.html,,,
女性行政書士による女性のための無料相談会,,相談内容：相続・遺言・離婚・許認可の手続きなど ※要予約,,毎月第3月曜(祝日の場合は翌週の月曜) 13:00?16:00,県行政書士会(和歌山市),,,,,会場　電話073-432-9775,,,,,,,,
小児慢性特定疾病医療費助成制度,,,,,,県内在住で対象疾病と診断され、症状が一定の基準に達している方※対象疾病が拡大されました。詳しくは要問合せ,,,持参で、所定の申請書(申込先、WEBサイトで配布)、住民票などを住所地管轄保健所(支所),県庁健康推進課,,,,,http://www.pref.wakayama.lg.jp/prefg/041200/h_boshi/shoman/shomantop.html,,,
世界禁煙デー・禁煙週間,"5月31日は""世界禁煙デー""、5月31日?6月6日は禁煙週間です。受動喫煙を防止する環境整備に取り組みましょう。",,,,,,,,,県庁健康推進課,,,,,,,,
5月は消費者月間です 「行動しよう　消費者の未来へ」,県消費生活センターでは消費生活に必要な基礎知識や最新の消費者被害への対処などを学べる機会を提供していますので、ぜひご活用ください。消費生活で困ったときは、相談窓口にご相談ください。相談は、早ければ早いほど、よりよい解決につながります。,,,,,,,,,消費者ホットライン 電話　188(いやや)県消費生活センター電話073-433-1551 (和歌山ビッグ愛8階) ※土日は電話のみ10:00?16：00県消費生活センター紀南支所電話0739-24-0999 (西牟婁振興局内),,,,,,,,
税務課からのお知らせ,（1）自動車税の納期限は5月31日です納税はお早めにお近くの金融機関、コンビニなどへ。パソコンなどからクレジットカードでも納税できます。（2）自動車税の減免身体障害者手帳・療育手帳・精神障害者保健福祉手帳・戦傷病者手帳をお持ちの方が使用する自動車は、名義や障害の程度など一定の要件を満たす場合、申請により減免が受けられます。,,,,,,,,,問い合わせ：和歌山県税事務所　電話073-441-3409紀北県税事務所　電話0736-61-0067紀中県税事務所　電話0737-64-1260紀南県税事務所　電話0739-26-7937,,,,,http://www.pref.wakayama.lg.jp/prefg/010500/,,,
メジロの捕獲は原則禁止です,現在、メジロは原則捕獲禁止となっています。既に飼養登録されているメジロについては引き続き飼養できます。なお、野外で野鳥を観察できない高齢者などは捕獲が許可される場合があります。【捕獲許可】振興局衛生環境課串本支所保健環境課【飼養登録】市町村,,,,,,,,,県庁自然環境室,,,,,http://www.pref.wakayama.lg.jp/prefg/032000/032500/sizen/mejiro.html,,,
工業統計調査が変わります,今回から実施日が12月31日から6月1日に変更となりました。工業統計調査は製造業の事業所を対象とした報告義務のある重要な調査です。調査結果は、中小企業施策や地域振興などの基礎資料として広く利活用されます。調査票へのご回答をお願いします。,,,,,,,,,県庁調査統計課,,,,,,,,
ドリームジャンボ宝くじ発売,1等・前後賞合わせて7億円のドリームジャンボ、1等賞金1億円のドリームジャンボミニが同時発売されます。宝くじの購入はぜひ県内で。,,,5月10日?6月2日,,,,,,県庁財政課,,,,,,,,
児童扶養手当を支給します,,,,,,●父子家庭または母子家庭の児童●父母に代わって養育者に養育されている児童●父母が一定の障害の状態にある児童などに対し支給されます。なお、父母または同居人の所得額によっては、手当額の全部あるいは一部が停止される場合があります。,,,,市町村、振興局健康福祉部、県庁子ども未来課,,,,,,,,
平成28年熊本地震義援金へのご協力ありがとうございました！,皆さまからお寄せいただいた義援金は、すべて熊本県の被災された方々にお届けしました。,総額：,"30,472,003円",,,,,,,県庁福祉保健総務課,,,,,http://www.pref.wakayama.lg.jp/prefg/040100/soumu_top.html,,,
出張！減災教室,県内の希望会場にスタッフを派遣し、地震体験車による体験学習などを実施,,,平成30年3月まで(年末年始を除く),,学校、職場、町内会など(受講者は原則10名以上),,,,,郵送、FAXで所定の申込書(WEBサイトで配布)を希望日の2週間前までに県庁危機管理・消防課　ファックス073-422-7652,,,,,,,
不正大麻・けし撲滅運動,「大麻」や麻薬の原料となる「けし」は、法律で所持や栽培が禁止されてい ます。「大麻」や、植えてはいけない「けし」を発見した場合は、県庁薬務課または最寄りの県立保健所、警察署に連絡してください。,,,,,,,,,県庁薬務課,,,,,http://www.pref.wakayama.lg.jp/prefg/050400/yakuran/taimakeshi.html,,,
図書館の開館時間が早くなりました！,4月から県立図書館・紀南図書館の開館時間を9時からに変更しました。,,全国の公共図書館などから取り寄せもできますので、ぜひご来館ください。また、県内市町村立図書館・図書室を通して、両館の本を利用することもできます。,平日9:00?19:00土日祝9:00?18:00,県立図書館 和歌山市西高松1-7-38電話073-436-9500県立紀南図書館 田辺市新庄町3353-9電話0739-22-2061,,,,,,,,,,https://www.lib.wakayama-c.ed.jp/,,,
紀北青少年の家,〒649-7112　かつらぎ町中飯降1317-3電話0736-22-5530　ファックス0736-22-5531,ホタルのキャンプ ,ホタルの探索や観察、野外炊事など,6月10日(土)?11日(日)1泊2日,,小学3?6年生,30人（抽選,"4,000円",5月27日まで,,,,,,http://www.kihokuseisyounen.com/,,,
白崎青少年の家,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352,夏の風物詩,竹筒流しそうめん、クラフト作り,7月2日(日) 10:00?15:00,,,10家族40人（先着順）,"1,000円/人",5月2日?6月18日,,,,,,http://shirasaki.pya.jp/,,,
白崎青少年の家,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352,古代探検隊,キャンプファイヤー、テント泊など,7月8日(土)?9日(日)1泊2日,,小学3年生以下は保護者同伴,30人（先着順）,"3,000円?3,260円/人",5月8日?6月24日,,,,,,http://shirasaki.pya.jp/,,,
潮岬青少年の家,〒649-3502　串本町潮岬669電話0735-62-6045　ファックス0735-62-0182,苗植え！収穫！ピザ作り！おいものよくばり体験！,,6月17日(土)?18日(日)1泊2日,,小学3年生以下は保護者同伴,30人（先着順）,"3?18歳4,600円/人19歳以上5,120円/人",5月9?31日,,,,,,http://omoshiro-yh.com/,,,
潮岬青少年の家,〒649-3502　串本町潮岬669電話0735-62-6045　ファックス0735-62-0182,感動体験！シュノーケリング ,,7月17日(月)12:30?16:00,,小学5年生以上,30人（先着順）,"4,200円",5月18日～7月3日,,,,,,http://omoshiro-yh.com/,,,
県公立学校教員採用検査,,,,【1次】7月上・下旬【2次】8月下旬,和歌山市、田辺市,,,,5月11日までに県教育庁学校人事課※詳しくは検査実施要項を要確認,,,,昭和33年4月2日以降に生まれ、各校種・教科ごとの要件を満たす方,申込先、市町村教育委員会など,http://www.pref.wakayama.lg.jp/prefg/500800/saiyou/top.html,,,
県職員採用I種・資格免許職職員,,,,6月25日(日),,,,,,,5月26日までに県人事委員会事務局 ※詳しくは試験案内(申込書)を要確認,,【I種】（1）昭和57年4月2日?平成8年4月1日に生まれた方（2）平成8年4月2日以降に生まれた方で大学(短期大学を除く)の卒業生または平成30年3月末日までに卒業見込みの方など 【資格免許職】昭和53年4月2日以降に生まれた方で、試験区分ごとに定める資格免許取得者か、取得見込みの方,,http://www.pref.wakayama.lg.jp/prefg/210100/28mousikomi-1shu.html,,,
